page,title,description,h1,h2s,metaTitleLength,metaDescriptionLength,h1Length,h2sLengths,metaDescriptionCount,h1Count,h2Count,hasInvalidHeadingOrder
"/blog/category/private-pilot-flight-school/","Private Pilot Flight School's blog posts | PIC in Kansas, USA","Expert articles and training guides within the Private Pilot Flight School category.","Private Pilot Flight School| PIC in Kansas, USA","undefined","undefined","84","47","undefined","1","1","8","false"
"/blog/category/pilots-way-of-life/","Pilot's Way of Life's blog posts | PIC in Kansas, USA","Expert articles and training guides within the Pilot's Way of Life category.","Pilot's Way of Life| PIC in Kansas, USA","undefined","undefined","76","39","undefined","1","1","5","false"
"/blog/category/pilot-training-and-certification/","Pilot Training and Certification's blog posts | PIC in Kansas, USA","Expert articles and training guides within the Pilot Training and Certification category.","Pilot Training and Certification| PIC in Kansas, USA","undefined","undefined","89","52","undefined","1","1","12","false"
"/blog/category/pilot-mindset/","Pilot Mindset's blog posts | PIC in Kansas, USA","Expert articles and training guides within the Pilot Mindset category.","Pilot Mindset| PIC in Kansas, USA","undefined","undefined","70","33","undefined","1","1","6","false"
"/blog/category/pilot-career-guides/","Pilot Career Guides's blog posts | PIC in Kansas, USA","Expert articles and training guides within the Pilot Career Guides category.","Pilot Career Guides| PIC in Kansas, USA","undefined","undefined","76","39","undefined","1","1","10","false"
"/blog/category/pilot-guides/","Pilot Guides's blog posts | PIC in Kansas, USA","Expert articles and training guides within the Pilot Guides category.","Pilot Guides| PIC in Kansas, USA","undefined","undefined","69","32","undefined","1","1","7","false"
"/blog/category/flight-training/","Flight Training's blog posts | PIC in Kansas, USA","Expert articles and training guides within the Flight Training category.","Flight Training| PIC in Kansas, USA","undefined","undefined","72","35","undefined","1","1","14","false"
"/blog/category/community/","Community's blog posts | PIC in Kansas, USA","Expert articles and training guides within the Community category.","Community| PIC in Kansas, USA","undefined","undefined","66","29","undefined","1","1","5","false"
"/blog/category/commercial-pilot/","Commercial Pilot's blog posts | PIC in Kansas, USA","Expert articles and training guides within the Commercial Pilot category.","Commercial Pilot| PIC in Kansas, USA","undefined","undefined","73","36","undefined","1","1","11","false"
"/blog/category/career-change/","Career Change's blog posts | PIC in Kansas, USA","Expert articles and training guides within the Career Change category.","Career Change| PIC in Kansas, USA","undefined","undefined","70","33","undefined","1","1","6","false"
"/blog/category/aviation-training/","Aviation Training's blog posts | PIC in Kansas, USA","Expert articles and training guides within the Aviation Training category.","Aviation Training| PIC in Kansas, USA","undefined","undefined","74","37","undefined","1","1","15","false"
"/blog/category/aviation-safety/","Aviation Safety's blog posts | PIC in Kansas, USA","Expert articles and training guides within the Aviation Safety category.","Aviation Safety| PIC in Kansas, USA","undefined","undefined","72","35","undefined","1","1","6","false"
